
1,1738861200,06/02/25,17:00:00,8.389597,16.246347,14.210731,51.12766,75.069176,8.421021,8.475661,
2,1738861201,06/02/25,17:00:01,16.523638,14.275322,57.072105,78.429184,8.19809,8.33765,
3,1738861202,06/02/25,17:00:02,16.793045,14.415355,57.87626,73.75251,8.300816,8.353605,
4,1738861203,06/02/25,17:00:03,16.473734,14.028899,55.76496,72.85684,8.198705,8.029332,
5,1738861204,06/02/25,17:00:04,17.388979,14.039013,50.340782,75.713905,8.344276,8.096675,
6,1738861205,06/02/25,17:00:05,16.886272,14.460365,54.345734,70.29026,8.44391,8.308289,
7,1738861206,06/02/25,17:00:06,16.402092,14.479786,53.63323,79.497406,8.050075,8.324468,
8,1738861207,06/02/25,17:00:07,17.232162,14.420766,55.91285,72.170296,8.259605,8.065041,
9,1738861208,06/02/25,17:00:08,17.002594,14.287444,58.953255,74.60201,8.119538,8.374696,
10,1738861209,06/02/25,17:00:09,16.756979,14.347271,58.575306,78.78793,8.273541,8.452549,
11,1738861210,06/02/25,17:00:10,16.842188,14.459242,53.684513,71.033844,8.462315,8.260522,
12,1738861211,06/02/25,17:00:11,16.912668,14.398999,55.574566,76.31955,8.234625,8.480592,
13,1738861212,06/02/25,17:00:12,16.608192,14.223281,59.956688,71.14713,8.333332,8.147554,
14,1738861213,06/02/25,17:00:13,16.525805,14.029926,52.14022,75.49537,8.484463,8.146743,
15,1738861214,06/02/25,17:00:14,16.513784,14.090476,50.66688,77.32035,8.445496,8.407687,
16,1738861215,06/02/25,17:00:15,16.372976,14.06975,52.484055,72.026024,8.140441,8.139069,
17,1738861216,06/02/25,17:00:16,16.99868,14.133292,50.732983,74.83822,8.044962,8.313573,
18,1738861217,06/02/25,17:00:17,16.701674,14.371125,52.140247,79.64534,8.377431,8.166974,
19,1738861218,06/02/25,17:00:18,17.385227,14.383904,59.660473,79.252815,8.220583,8.070534,
20,1738861219,06/02/25,17:00:19,16.396399,14.334486,55.032955,77.80221,8.362862,8.391534,
21,1738861220,06/02/25,17:00:20,17.177483,14.285207,50.49025,70.48045,8.014777,8.197857,
22,1738861221,06/02/25,17:00:21,17.239885,14.397323,56.095432,77.58131,8.306656,8.45431,
23,1738861222,06/02/25,17:00:22,17.136438,14.043122,57.63124,79.42313,8.437966,8.299517,
24,1738861223,06/02/25,17:00:23,17.329552,14.047641,55.22511,73.44398,8.210933,8.344606,
25,1738861224,06/02/25,17:00:24,16.556866,14.379054,56.685,78.099304,8.379372,8.430999,
26,1738861225,06/02/25,17:00:25,16.283773,14.309425,56.847015,74.09508,8.368374,8.15702,
27,1738861226,06/02/25,17:00:26,16.374393,14.11567,57.78082,78.87234,8.016347,8.356776,
28,1738861227,06/02/25,17:00:27,17.040705,14.282006,60.342342,72.368324,8.278373,8.1981325,
29,1738861228,06/02/25,17:00:28,16.390686,14.344375,52.197502,73.95997,8.344353,8.065591,
30,1738861229,06/02/25,17:00:29,16.39228,14.194673,58.174812,78.54556,8.398006,8.111236,
31,1738861230,06/02/25,17:00:30,17.397667,14.247871,59.023903,71.79056,8.132955,8.204326,
32,1738861231,06/02/25,17:00:31,16.796637,14.456762,60.44285,80.170586,8.114074,8.09745,
33,1738861232,06/02/25,17:00:32,16.861279,14.325524,59.230167,71.03826,8.089924,8.349038,
34,1738861233,06/02/25,17:00:33,16.623943,14.308645,54.256016,79.953255,8.24124,8.231211,
35,1738861234,06/02/25,17:00:34,16.901482,14.475226,53.87664,75.95345,8.411484,8.119535,
36,1738861235,06/02/25,17:00:35,17.081398,14.053465,50.87145,80.36813,8.426825,8.413517,
37,1738861236,06/02/25,17:00:36,17.401371,14.111278,56.64209,70.90152,8.418504,8.365706,
38,1738861237,06/02/25,17:00:37,16.639988,14.312716,53.38559,75.16289,8.245618,8.323299,
39,1738861238,06/02/25,17:00:38,16.8739,14.362417,54.061146,76.13851,8.120836,8.238633,
40,1738861239,06/02/25,17:00:39,16.914381,14.214159,56.812897,73.10705,8.420038,8.255604,
41,1738861240,06/02/25,17:00:40,17.036627,14.021093,52.53576,77.17173,8.165681,8.017084,
42,1738861241,06/02/25,17:00:41,16.221254,14.424607,51.928394,72.29893,8.458253,8.270133,
43,1738861242,06/02/25,17:00:42,16.373991,14.015735,56.890656,78.485725,8.493093,8.176602,
44,1738861243,06/02/25,17:00:43,16.331993,14.257133,52.033688,75.470314,8.390275,8.451436,
45,1738861244,06/02/25,17:00:44,16.238417,14.209451,59.757053,79.6711,8.0058975,8.222858,
46,1738861245,06/02/25,17:00:45,16.434166,14.436691,53.691845,70.01645,8.408135,8.35045,
47,1738861246,06/02/25,17:00:46,16.21628,14.132034,57.297302,78.04164,8.06053,8.143491,
48,1738861247,06/02/25,17:00:47,17.332458,14.04761,57.048904,72.70002,8.009848,8.321304,
49,1738861248,06/02/25,17:00:48,16.446438,14.095018,50.00643,74.833855,8.151226,8.423803,
50,1738861249,06/02/25,17:00:49,16.802748,14.164766,56.014984,76.72688,8.381221,8.092635,
51,1738861250,06/02/25,17:00:50,16.382967,14.1646385,56.968605,77.05847,8.383865,8.088327,
52,1738861251,06/02/25,17:00:51,17.00627,14.416595,59.807438,71.0974,8.3940935,8.2804575,
53,1738861252,06/02/25,17:00:52,16.205027,14.320916,56.443886,75.48896,8.050749,8.390271,
54,1738861253,06/02/25,17:00:53,16.428045,14.075328,51.447987,75.8455,8.325202,8.10404,
55,1738861254,06/02/25,17:00:54,17.329287,14.125954,55.51492,70.4402,8.085239,8.287709,
56,1738861255,06/02/25,17:00:55,17.230013,14.406827,59.07372,78.47349,8.353417,8.244591,
57,1738861256,06/02/25,17:00:56,16.921091,14.184053,51.497383,78.615746,8.023253,8.1254425,
58,1738861257,06/02/25,17:00:57,16.970354,14.058964,55.430447,71.843185,8.234174,8.418247,
59,1738861258,06/02/25,17:00:58,16.833961,14.220629,53.651276,71.76566,8.11675,8.462312,
60,1738861259,06/02/25,17:00:59,17.018103,14.231604,58.661716,70.20815,8.321356,8.0464525,
61,1738861260,06/02/25,17:01:00,16.995752,14.214297,56.43534,74.62265,8.444975,8.290913,
62,1738861261,06/02/25,17:01:01,16.539932,14.442215,51.247757,75.744286,8.203286,8.394645,
63,1738861262,06/02/25,17:01:02,17.420729,14.400139,57.1976,76.38597,8.22426,8.113414,
64,1738861263,06/02/25,17:01:03,17.439087,14.422767,56.3045,78.13785,8.013816,8.19208,
65,1738861264,06/02/25,17:01:04,16.705433,14.387626,56.79865,73.98777,8.426964,8.172579,
66,1738861265,06/02/25,17:01:05,17.358068,14.387116,50.258846,70.56767,8.129851,8.06965,
67,1738861266,06/02/25,17:01:06,16.878168,14.057574,59.439747,73.348206,8.244144,8.252887,
68,1738861267,06/02/25,17:01:07,16.464586,14.396596,58.347996,76.0367,8.306461,8.431358,
69,1738861268,06/02/25,17:01:08,17.11364,14.158136,59.702717,72.99379,8.0891285,8.39864,
70,1738861269,06/02/25,17:01:09,16.584555,14.481004,51.149364,73.158936,8.111342,8.452083,
71,1738861270,06/02/25,17:01:10,17.029997,14.47576,57.28677,76.93869,8.294694,8.46382,
72,1738861271,06/02/25,17:01:11,17.30796,14.053221,52.123604,73.01514,8.191831,8.447448,
73,1738861272,06/02/25,17:01:12,16.698093,14.373794,57.15682,70.30599,8.417126,8.208198,
74,1738861273,06/02/25,17:01:13,16.16554,14.254805,57.093952,78.15912,8.18719,8.015555,
75,1738861274,06/02/25,17:01:14,17.014538,14.370506,54.355766,71.071686,8.256171,8.496594,
76,1738861275,06/02/25,17:01:15,16.969852,14.419471,56.28009,75.10201,8.412648,8.360682,
77,1738861276,06/02/25,17:01:16,16.409306,14.290261,55.06175,72.98505,8.211717,8.4568205,
78,1738861277,06/02/25,17:01:17,16.614738,14.279709,52.087036,76.110664,8.216062,8.137309,
79,1738861278,06/02/25,17:01:18,16.512405,14.000604,57.07507,73.30494,8.28526,8.200599,
80,1738861279,06/02/25,17:01:19,16.847412,14.069359,57.353992,70.27821,8.093046,8.157841,
81,1738861280,06/02/25,17:01:20,16.64206,14.438977,54.45213,78.50935,8.351575,8.1027155,
