354702,1738858081,FLP,PSIG,8.395558
354703,1738858081,FLT,DegC,17.11965
354704,1738858081,FLR,M3/h,14.088454
354705,1738858081,HPP,PSIG,54.825577
354706,1738858081,BPP,PSIG,79.176315
354707,1738858081,DTL,Percent,71.39646
354708,1738858081,FUDP,PSIG,80.14336
354709,1738858081,WTL,Percent,80.27389
354710,1738858082,FLP,PSIG,8.070116
354711,1738858082,FLT,DegC,16.90281
354712,1738858082,FLR,M3/h,14.185845
354713,1738858082,HPP,PSIG,58.49184
354714,1738858082,BPP,PSIG,70.062004
354715,1738858082,DTL,Percent,78.16561
354716,1738858082,FUDP,PSIG,74.35946
354717,1738858082,WTL,Percent,78.45179
354718,1738858083,FLP,PSIG,8.425308
354719,1738858083,FLT,DegC,16.747517
354720,1738858083,FLR,M3/h,14.166425
354721,1738858083,HPP,PSIG,57.754566
354722,1738858083,BPP,PSIG,70.18458
354723,1738858083,DTL,Percent,78.9899
354724,1738858083,FUDP,PSIG,72.38629
354725,1738858083,WTL,Percent,76.64592
354726,1738858084,FLP,PSIG,8.040827
354727,1738858084,FLT,DegC,16.245192
354728,1738858084,FLR,M3/h,14.04893
354729,1738858084,HPP,PSIG,50.75773
354730,1738858084,BPP,PSIG,79.15439
354731,1738858084,DTL,Percent,72.89549
354732,1738858084,FUDP,PSIG,78.13473
354733,1738858084,WTL,Percent,71.79636
354734,1738858085,FLP,PSIG,8.082761
354735,1738858085,FLT,DegC,17.462719
354736,1738858085,FLR,M3/h,14.031003
354737,1738858085,HPP,PSIG,53.742355
354738,1738858085,BPP,PSIG,73.26737
354739,1738858085,DTL,Percent,78.442276
354740,1738858085,FUDP,PSIG,73.63373
354741,1738858085,WTL,Percent,70.857445
354702,1738858081,FLP,PSIG,8.395558
354703,1738858081,FLT,DegC,17.11965
354704,1738858081,FLR,M3/h,14.088454
354705,1738858081,HPP,PSIG,54.825577
354706,1738858081,BPP,PSIG,79.176315
354707,1738858081,DTL,Percent,71.39646
354708,1738858081,FUDP,PSIG,80.14336
354709,1738858081,WTL,Percent,80.27389
354710,1738858082,FLP,PSIG,8.070116
354711,1738858082,FLT,DegC,16.90281
354712,1738858082,FLR,M3/h,14.185845
354713,1738858082,HPP,PSIG,58.49184
354714,1738858082,BPP,PSIG,70.062004
354715,1738858082,DTL,Percent,78.16561
354716,1738858082,FUDP,PSIG,74.35946
354717,1738858082,WTL,Percent,78.45179
354718,1738858083,FLP,PSIG,8.425308
354719,1738858083,FLT,DegC,16.747517
354720,1738858083,FLR,M3/h,14.166425
354721,1738858083,HPP,PSIG,57.754566
354722,1738858083,BPP,PSIG,70.18458
354723,1738858083,DTL,Percent,78.9899
354724,1738858083,FUDP,PSIG,72.38629
354725,1738858083,WTL,Percent,76.64592
354726,1738858084,FLP,PSIG,8.040827
354727,1738858084,FLT,DegC,16.245192
354728,1738858084,FLR,M3/h,14.04893
354729,1738858084,HPP,PSIG,50.75773
354730,1738858084,BPP,PSIG,79.15439
354731,1738858084,DTL,Percent,72.89549
354732,1738858084,FUDP,PSIG,78.13473
354733,1738858084,WTL,Percent,71.79636
354734,1738858085,FLP,PSIG,8.082761
354735,1738858085,FLT,DegC,17.462719
354736,1738858085,FLR,M3/h,14.031003
354737,1738858085,HPP,PSIG,53.742355
354738,1738858085,BPP,PSIG,73.26737
354739,1738858085,DTL,Percent,78.442276
354740,1738858085,FUDP,PSIG,73.63373
354741,1738858085,WTL,Percent,70.857445
