378950,1738861200,06/02/25,17:00:00,FLP,PSIG,8.194978
378951,1738861200,06/02/25,17:00:00,FLT,DegC,16.502733
378952,1738861200,06/02/25,17:00:00,FLR,M3/h,14.292812
378953,1738861200,06/02/25,17:00:00,HPP,PSIG,57.80155
378954,1738861200,06/02/25,17:00:00,BPP,PSIG,77.843834
378955,1738861200,06/02/25,17:00:00,DTL,Percent,72.74609
378956,1738861200,06/02/25,17:00:00,FUDP,PSIG,77.562416
378957,1738861200,06/02/25,17:00:00,WTL,Percent,80.115776
378958,1738861201,06/02/25,17:00:01,FLP,PSIG,8.436964
378959,1738861201,06/02/25,17:00:01,FLT,DegC,16.679846
378960,1738861201,06/02/25,17:00:01,FLR,M3/h,14.250837
378961,1738861201,06/02/25,17:00:01,HPP,PSIG,51.027325
378962,1738861201,06/02/25,17:00:01,BPP,PSIG,80.380806
378963,1738861201,06/02/25,17:00:01,DTL,Percent,70.11049
378964,1738861201,06/02/25,17:00:01,FUDP,PSIG,76.21041
378965,1738861201,06/02/25,17:00:01,WTL,Percent,72.98765
378966,1738861202,06/02/25,17:00:02,FLP,PSIG,8.083716
378967,1738861202,06/02/25,17:00:02,FLT,DegC,16.223013
378968,1738861202,06/02/25,17:00:02,FLR,M3/h,14.111408
378969,1738861202,06/02/25,17:00:02,HPP,PSIG,50.910572
378970,1738861202,06/02/25,17:00:02,BPP,PSIG,71.92203
378971,1738861202,06/02/25,17:00:02,DTL,Percent,71.24367
378972,1738861202,06/02/25,17:00:02,FUDP,PSIG,70.67264
378973,1738861202,06/02/25,17:00:02,WTL,Percent,80.41639
378974,1738861203,06/02/25,17:00:03,FLP,PSIG,8.185068
378975,1738861203,06/02/25,17:00:03,FLT,DegC,16.91579
378976,1738861203,06/02/25,17:00:03,FLR,M3/h,14.222163
378977,1738861203,06/02/25,17:00:03,HPP,PSIG,59.361668
378978,1738861203,06/02/25,17:00:03,BPP,PSIG,76.515594
378979,1738861203,06/02/25,17:00:03,DTL,Percent,70.46229
378980,1738861203,06/02/25,17:00:03,FUDP,PSIG,76.87271
378981,1738861203,06/02/25,17:00:03,WTL,Percent,74.16827
378982,1738861204,06/02/25,17:00:04,FLP,PSIG,8.445239
378983,1738861204,06/02/25,17:00:04,FLT,DegC,17.1181
378984,1738861204,06/02/25,17:00:04,FLR,M3/h,14.007257
378985,1738861204,06/02/25,17:00:04,HPP,PSIG,60.08394
378986,1738861204,06/02/25,17:00:04,BPP,PSIG,76.07502
378987,1738861204,06/02/25,17:00:04,DTL,Percent,71.1778
378988,1738861204,06/02/25,17:00:04,FUDP,PSIG,76.62866
378989,1738861204,06/02/25,17:00:04,WTL,Percent,79.55179
378990,1738861205,06/02/25,17:00:05,FLP,PSIG,8.024767
378991,1738861205,06/02/25,17:00:05,FLT,DegC,17.05088
378992,1738861205,06/02/25,17:00:05,FLR,M3/h,14.10227
378993,1738861205,06/02/25,17:00:05,HPP,PSIG,60.327606
378994,1738861205,06/02/25,17:00:05,BPP,PSIG,79.44041
378995,1738861205,06/02/25,17:00:05,DTL,Percent,73.7355
378996,1738861205,06/02/25,17:00:05,FUDP,PSIG,71.20669
378997,1738861205,06/02/25,17:00:05,WTL,Percent,75.26058
378998,1738861206,06/02/25,17:00:06,FLP,PSIG,8.403358
378999,1738861206,06/02/25,17:00:06,FLT,DegC,16.832697
379000,1738861206,06/02/25,17:00:06,FLR,M3/h,14.422578
379001,1738861206,06/02/25,17:00:06,HPP,PSIG,51.425472
379002,1738861206,06/02/25,17:00:06,BPP,PSIG,76.96305
379003,1738861206,06/02/25,17:00:06,DTL,Percent,70.83337
379004,1738861206,06/02/25,17:00:06,FUDP,PSIG,73.179955
379005,1738861206,06/02/25,17:00:06,WTL,Percent,74.10917
379006,1738861207,06/02/25,17:00:07,FLP,PSIG,8.320372
379007,1738861207,06/02/25,17:00:07,FLT,DegC,17.274956
379008,1738861207,06/02/25,17:00:07,FLR,M3/h,14.00287
379009,1738861207,06/02/25,17:00:07,HPP,PSIG,50.869953
379010,1738861207,06/02/25,17:00:07,BPP,PSIG,72.30397
379011,1738861207,06/02/25,17:00:07,DTL,Percent,80.382126
379012,1738861207,06/02/25,17:00:07,FUDP,PSIG,75.36108
379013,1738861207,06/02/25,17:00:07,WTL,Percent,77.61367
379014,1738861208,06/02/25,17:00:08,FLP,PSIG,8.172139
379015,1738861208,06/02/25,17:00:08,FLT,DegC,16.752398
379016,1738861208,06/02/25,17:00:08,FLR,M3/h,14.009981
379017,1738861208,06/02/25,17:00:08,HPP,PSIG,57.74789
379018,1738861208,06/02/25,17:00:08,BPP,PSIG,74.462265
379019,1738861208,06/02/25,17:00:08,DTL,Percent,74.84479
379020,1738861208,06/02/25,17:00:08,FUDP,PSIG,70.38071
379021,1738861208,06/02/25,17:00:08,WTL,Percent,79.42883
379022,1738861209,06/02/25,17:00:09,FLP,PSIG,8.243818
379023,1738861209,06/02/25,17:00:09,FLT,DegC,16.702358
379024,1738861209,06/02/25,17:00:09,FLR,M3/h,14.367205
379025,1738861209,06/02/25,17:00:09,HPP,PSIG,51.074913
379026,1738861209,06/02/25,17:00:09,BPP,PSIG,76.223755
379027,1738861209,06/02/25,17:00:09,DTL,Percent,73.92284
379028,1738861209,06/02/25,17:00:09,FUDP,PSIG,73.752045
379029,1738861209,06/02/25,17:00:09,WTL,Percent,72.68762
379030,1738861210,06/02/25,17:00:10,FLP,PSIG,8.482062
379031,1738861210,06/02/25,17:00:10,FLT,DegC,16.063023
379032,1738861210,06/02/25,17:00:10,FLR,M3/h,14.472781
379033,1738861210,06/02/25,17:00:10,HPP,PSIG,57.461372
379034,1738861210,06/02/25,17:00:10,BPP,PSIG,74.076805
379035,1738861210,06/02/25,17:00:10,DTL,Percent,75.00271
